5,,50,50,50,0,,,,,,,,61.6733849,32.21098483
5,,50,50,50,250,,,,,,,,61.6733849,32.21098483
5,,70,70,70,0,,,,,,,,62.81411052,31.91961646
5,,70,70,70,250,,,,,,,,62.81411052,31.91961646
5,,80,80,80,0,,,,,,,,62.89240718,36.97106242
5,,80,80,80,250,,,,,,,,62.89240718,36.97106242
5,,50,50,50,0,,,,,,,,55.73709011,26.30920112
5,,50,50,50,300,,,,,,,,55.73709011,26.30920112
5,,70,70,70,0,,,,,,,,65.66271782,33.87587667
5,,70,70,70,300,,,,,,,,65.66271782,33.87587667
5,,80,80,80,0,,,,,,,,60.41191816,37.15218306
5,,80,80,80,300,,,,,,,,60.41191816,37.15218306
5,,50,50,50,0,,,,,,,,53.58242989,23.99745733
5,,50,50,50,350,,,,,,,,53.58242989,23.99745733
5,,70,70,70,0,,,,,,,,62.48042583,33.31847787
5,,70,70,70,350,,,,,,,,62.48042583,33.31847787
5,,80,80,80,0,,,,,,,,57.60854483,37.16500103
5,,80,80,80,350,,,,,,,,57.60854483,37.16500103
5,,50,50,50,0,,,,,,,,58.16507339,23.67343605
5,,50,50,50,400,,,,,,,,58.16507339,23.67343605
5,,70,70,70,0,,,,,,,,57.47744441,32.29484558
5,,70,70,70,400,,,,,,,,57.47744441,32.29484558
5,,80,80,80,0,,,,,,,,52.02259421,35.74058414
5,,80,80,80,400,,,,,,,,52.02259421,35.74058414
5,,50,50,50,0,,,,,,,,65.65911174,18.09234768
5,,50,50,50,450,,,,,,,,65.65911174,18.09234768
5,,70,70,70,0,,,,,,,,23.18199575,18.40188503
5,,70,70,70,450,,,,,,,,23.18199575,18.40188503
5,,80,80,80,0,,,,,,,,31.59071803,27.69520581
5,,80,80,80,450,,,,,,,,31.59071803,27.69520581
5,,50,50,50,0,,,,,,,,70.95262408,18.05057675
5,,50,50,50,500,,,,,,,,70.95262408,18.05057675
5,,70,70,70,0,,,,,,,,22.75385708,18.93145889
5,,70,70,70,500,,,,,,,,22.75385708,18.93145889
5,,80,80,80,0,,,,,,,,30.1637888,27.71348953
5,,80,80,80,500,,,,,,,,30.1637888,27.71348953
5,,50,50,50,0,,,,,,,,70.47513723,17.43895561
5,,50,50,50,550,,,,,,,,70.47513723,17.43895561
5,,70,70,70,0,,,,,,,,22.1224606,19.27272975
5,,70,70,70,550,,,,,,,,22.1224606,19.27272975
5,,80,80,80,0,,,,,,,,29.49062586,28.07554007
5,,80,80,80,550,,,,,,,,29.49062586,28.07554007
5,,50,50,50,0,,,,,,,,67.33359694,16.52095467
5,,50,50,50,600,,,,,,,,67.33359694,16.52095467
5,,70,70,70,0,,,,,,,,21.62495553,19.70479786
5,,70,70,70,600,,,,,,,,21.62495553,19.70479786
5,,80,80,80,0,,,,,,,,28.68156731,28.31578255
5,,80,80,80,600,,,,,,,,28.68156731,28.31578255
5,,50,50,50,0,,,,,,,,67.83943772,14.77087289
5,,50,50,50,650,,,,,,,,67.83943772,14.77087289
5,,70,70,70,0,,,,,,,,29.65355217,18.58435273
5,,70,70,70,650,,,,,,,,29.65355217,18.58435273
5,,80,80,80,0,,,,,,,,31.58691823,27.7163595
5,,80,80,80,650,,,,,,,,31.58691823,27.7163595
5,,50,50,50,0,,,,,,,,70.46282887,15.34644216
5,,50,50,50,700,,,,,,,,70.46282887,15.34644216
5,,70,70,70,0,,,,,,,,30.31469584,19.83619183
5,,70,70,70,700,,,,,,,,30.31469584,19.83619183
5,,80,80,80,0,,,,,,,,31.44921064,28.66626382
5,,80,80,80,700,,,,,,,,31.44921064,28.66626382
5,,50,50,50,0,,,,,,,,73.08622599,15.92201591
5,,50,50,50,750,,,,,,,,73.08622599,15.92201591
5,,70,70,70,0,,,,,,,,30.9758395,21.08803689
5,,70,70,70,750,,,,,,,,30.9758395,21.08803689
5,,80,80,80,0,,,,,,,,31.31150901,29.61617112
5,,80,80,80,750,,,,,,,,31.31150901,29.61617112
5,,50,50,50,0,,,,,,,,76.26606822,16.61939919
5,,50,50,50,800,,,,,,,,76.26606822,16.61939919
5,,70,70,70,0,,,,,,,,31.63698912,22.33987451
5,,70,70,70,800,,,,,,,,31.63698912,22.33987451
5,,80,80,80,0,,,,,,,,31.17380142,30.56607842
5,,80,80,80,800,,,,,,,,31.17380142,30.56607842
